,name,categories,type,unit,database,"REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_replicated_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_replicated_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_replicated_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_replicated_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_replicated_2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM_unlinked_2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM_unlinked_2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM_unlinked_2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  |
REM_unlinked_2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  |
REM_unlinked_2_2"
58,"Benzene, pentachloro-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.134900227253644e-11,6.460941656726744e-11,6.900922339981734e-11,3.309868698729009e-12,4.091486381497925e-11,7.955149532078986e-11,6.134900227253644e-11,6.460941656726744e-11,6.900922339981734e-11,1.8536596016322342e-11,4.091486381497925e-11,7.955149532078976e-11,6.134900227253653e-11,6.460941656726739e-11,6.900922339981727e-11,1.8536596016322342e-11,4.091486381497898e-11,7.955149532078934e-11
59,Benzo(a)pyrene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.276902390534452e-09,1.3332791833984916e-09,1.4095766379556696e-09,5.151288260756763e-10,1.3972569492716233e-09,1.5908297184335335e-09,1.276902390534452e-09,1.3332791833984916e-09,1.4095766379556696e-09,6.364642555402904e-10,1.3972569492716233e-09,1.5908297184335335e-09,1.2769023905344527e-09,1.3332791833984919e-09,1.4095766379556696e-09,6.364642555402904e-10,1.3972569492716233e-09,1.5908297184335327e-09
60,Beryllium,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,4.958018112009183e-09,5.170007016843255e-09,5.456433482217878e-09,1.7484492331153428e-10,2.621002862694212e-09,5.929617081003997e-09,4.958018112009183e-09,5.170007016843255e-09,5.456433482217878e-09,4.667716743274252e-10,2.621002862694212e-09,5.929617081003997e-09,4.958018112009183e-09,5.170007016843254e-09,5.4564334822178786e-09,4.667716743274252e-10,2.621002862694211e-09,5.929617081003995e-09
61,Bifenox,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Bifenthrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Bitertanol,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,"BOD5, Biological Oxygen Demand","('water', 'ground-')",emission,kilogram,biosphere3,1.289878111468297e-07,1.3447470835218258e-07,1.4196426025138924e-07,1.4642095384039843e-07,3.594772269975249e-07,5.318498237483643e-07,1.289878111468297e-07,1.3447470835218258e-07,1.4196426025138924e-07,1.5608203485317303e-07,3.594772269975249e-07,5.318498237483644e-07,1.289878111468297e-07,1.3447470835218258e-07,1.4196426025138924e-07,1.5608203485317303e-07,3.594772269975249e-07,5.318498237483643e-07
65,"Borax, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,4.887261463717769e-08,5.144255834921592e-08,5.49720713022758e-08,9.426304779895846e-09,4.219524600165204e-08,6.186360157849621e-08,4.887261463717769e-08,5.144255834921592e-08,5.49720713022758e-08,1.7296569252211155e-08,4.219524600165204e-08,6.186360157849621e-08,4.887261463717769e-08,5.1442558349215826e-08,5.497207130225959e-08,1.7296569252211155e-08,4.219524600164798e-08,6.186360157847995e-08
66,Boric acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,Boron,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.0471787616969555e-06,6.2578025721033415e-06,6.542089522933635e-06,5.1232155169241324e-08,2.028793088320185e-05,8.973115539582747e-05,6.0471787616969555e-06,6.2578025721033415e-06,6.542089522933635e-06,1.606853526263192e-07,2.028793088320185e-05,8.973115539582748e-05,6.0471787616969555e-06,6.257802572103339e-06,6.542089522933636e-06,1.606853526263192e-07,2.0287930883201852e-05,8.973115539582748e-05
68,Boron trifluoride,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.227864497275158e-16,6.483176682026002e-16,6.824416944330439e-16,1.7051518728213715e-18,2.1112659367380495e-16,6.075407054391527e-16,6.227864497275158e-16,6.483176682026002e-16,6.824416944330439e-16,7.503192068693905e-18,2.1112659367380502e-16,6.075407054391525e-16,6.227864497275158e-16,6.483176682026002e-16,6.824416944330439e-16,7.503192068693905e-18,2.1112659367380495e-16,6.075407054391522e-16
69,Bromine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.5656698474187096e-06,3.6769545601363948e-06,3.827224907490278e-06,5.8897576363088885e-08,1.7322611623627949e-07,5.2445644229238475e-05,3.5656698474187096e-06,3.6769545601363948e-06,3.827224907490278e-06,6.679058649835363e-08,1.7322611623627949e-07,5.244564422923848e-05,3.5656698474187096e-06,3.6769545601363935e-06,3.827224907490278e-06,6.679058649835363e-08,1.7322611623627949e-07,5.244564422923848e-05
70,Bromoxynil,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Bromuconazole,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Buprofezin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Butadiene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.299732487567745e-12,6.920347445420834e-12,7.802411265455408e-12,1.8741094769684705e-13,1.558449363663682e-12,7.646888462341657e-12,6.299732487567745e-12,6.920347445420834e-12,7.802411265455408e-12,1.1260018513016033e-12,1.5584493636636819e-12,7.646888462341654e-12,6.299732487567744e-12,6.920347445420835e-12,7.802411265455408e-12,1.1260018513016033e-12,1.5584493636636823e-12,7.64688846234165e-12
74,Butane,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0002004930375868994,0.00022159925814189363,0.0002519999708697654,2.0604235907325553e-05,9.375108577764034e-05,0.00022207827804131573,0.0002004930375868994,0.00022159925814189363,0.0002519999708697654,2.760088729181145e-05,9.375108577764034e-05,0.00022207827804131573,0.00020049303758689943,0.0002215992581418936,0.00025199997086976537,2.760088729181145e-05,9.375108577764031e-05,0.00022207827804131565
75,Butanol,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.827757641845089e-11,7.118041999277823e-11,7.50997325434521e-11,1.3919573364063372e-14,1.8871531065885446e-13,6.39557072021067e-11,6.827757641845089e-11,7.118041999277823e-11,7.50997325434521e-11,2.980931741071716e-14,1.8871531065885413e-13,6.395570720210668e-11,6.827757641845104e-11,7.118041999277832e-11,7.509973254345212e-11,2.980931741071715e-14,1.887153106588563e-13,6.395570720210654e-11
76,Butene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,4.275292795710122e-06,4.7479130712912645e-06,5.430605491921821e-06,9.167803146235658e-08,1.2435283545284458e-06,4.667469534311995e-06,4.275292795710122e-06,4.7479130712912645e-06,5.430605491921821e-06,2.13527207095882e-07,1.2435283545284458e-06,4.667469534311996e-06,4.2752927957101225e-06,4.747913071291264e-06,5.43060549192182e-06,2.13527207095882e-07,1.243528354528445e-06,4.667469534311992e-06
77,Butyrolactone,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,2.335953397334554e-11,2.4317256665724078e-11,2.5597362262784e-11,6.564482197968553e-14,7.925241960240225e-12,2.279473298971707e-11,2.335953397334554e-11,2.4317256665724078e-11,2.5597362262784e-11,2.8709237993139383e-13,7.925241960240225e-12,2.279473298971707e-11,2.335953397334554e-11,2.4317256665724078e-11,2.5597362262784e-11,2.8709237993139383e-13,7.925241960240223e-12,2.279473298971706e-11
78,Cadmium,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,7.498350913895248e-07,7.890453238174232e-07,8.432153230686933e-07,1.644785313403594e-08,1.7680955356472372e-07,9.194962699582016e-07,7.498350913895248e-07,7.890453238174232e-07,8.432153230686933e-07,8.923954839658456e-08,1.7680955356472372e-07,9.194962699582016e-07,7.498350913895245e-07,7.890453238174231e-07,8.432153230686931e-07,8.923954839658456e-08,1.768095535647237e-07,9.194962699582012e-07
79,"Cadmium, 0.30% in sulfide, Cd 0.18%, Pb, Zn, Ag, In, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,7.889471761053364e-07,8.223430780846384e-07,8.678783808472757e-07,2.7970592014585625e-08,3.8610001749930216e-07,8.805033130495751e-07,7.889471761053364e-07,8.223430780846384e-07,8.678783808472757e-07,1.117354797650755e-07,3.8610001749930216e-07,8.805033130495751e-07,7.889471761053364e-07,8.223430780846384e-07,8.678783808472757e-07,1.117354797650755e-07,3.8610001749930216e-07,8.805033130495818e-07
80,"Cadmium, ion","('water', 'ground-')",emission,kilogram,biosphere3,3.132903591116453e-08,3.272186545485485e-08,3.460959936462766e-08,1.720442050928987e-08,1.369135087796026e-07,1.5507075300957412e-07,3.132903591116453e-08,3.272186545485485e-08,3.460959936462766e-08,1.162383291572063e-07,1.369135087796026e-07,1.5507075300957412e-07,3.132903591116452e-08,3.272186545485485e-08,3.460959936462766e-08,1.162383291572063e-07,1.369135087796026e-07,1.5507075300957407e-07
81,"Calcite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.6618247479112429,0.6908122729485909,0.7301516566297784,0.27613949313417235,0.7265512297446424,1.095296805119104,0.6618247479112429,0.6908122729485909,0.7301516566297784,0.45429200417511445,0.7265512297446424,1.095296805119104,0.6618247479112429,0.6908122729485909,0.7301516566297785,0.45429200417511445,0.7265512297446424,1.0952968051191039
82,Calcium,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.2930937091423134e-05,1.3516955021156343e-05,1.4314992014476641e-05,5.811481347536281e-06,1.664207081498423e-05,1.5829070630611193e-05,1.2930937091423134e-05,1.3516955021156343e-05,1.4314992014476641e-05,6.737073147753632e-06,1.664207081498423e-05,1.5829070630611193e-05,1.2930937091423142e-05,1.3516955021156345e-05,1.4314992014476641e-05,6.737073147753632e-06,1.664207081498423e-05,1.582907063061118e-05
83,"Calcium, ion","('water', 'ground-')",emission,kilogram,biosphere3,0.0008406592212139206,0.0008775487640691455,0.0009277900602900676,0.0003714748264622688,0.0019737774030508934,0.0024259550522307835,0.0008406592212139206,0.0008775487640691455,0.0009277900602900676,0.001379943000217101,0.0019737774030508934,0.0024259550522307835,0.0008406592212139204,0.0008775487640691455,0.0009277900602900676,0.001379943000217101,0.0019737774030508934,0.0024259550522307835
84,Carbaryl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Carbendazim,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Carbetamide,"('soil', 'agricultural')",emission,kilogram,biosphere3,3.2536871575175775e-08,3.3933466776499336e-08,3.582085091434906e-08,2.5956316742564507e-11,1.5262086616299085e-10,3.058399525400193e-08,3.2536871575175775e-08,3.3933466776499336e-08,3.582085091434906e-08,7.89005728814551e-11,1.5262086616299005e-10,3.058399525400192e-08,3.253687157517577e-08,3.393346677649935e-08,3.582085091434907e-08,7.89005728814551e-11,1.526208661629924e-10,3.058399525400191e-08
87,Carbofuran,"('soil', 'agricultural')",emission,kilogram,biosphere3,2.4676755758655966e-06,2.572633513174326e-06,2.71435179206441e-06,2.510183241460627e-10,2.9864163901382773e-09,2.310372908929629e-06,2.4676755758655966e-06,2.572633513174326e-06,2.71435179206441e-06,5.960730552832577e-10,2.9864163901382773e-09,2.310372908929629e-06,2.4676755758656047e-06,2.572633513174329e-06,2.71435179206441e-06,5.960730552832573e-10,2.98641639013833e-09,2.310372908929623e-06
88,Carbon,"('soil', 'agricultural')",emission,kilogram,biosphere3,9.659447860691724e-05,0.00010013856150503192,0.00010494901242354425,1.7234840022820934e-06,3.730483154236322e-05,9.165122367388866e-05,9.659447860691724e-05,0.00010013856150503192,0.00010494901242354425,2.472550025119561e-06,3.730483154236322e-05,9.165122367388866e-05,9.659447860691726e-05,0.0001001385615050319,0.00010494901242354425,2.472550025119561e-06,3.73048315423632e-05,9.165122367388861e-05
89,"Carbon dioxide, fossil","('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.49608313382489,5.805048629808873,6.222378282466591,1.1918807198562886,4.410124418886823,14.546481834483973,5.49608313382489,5.805048629808873,6.222378282466591,1.5578404790132965,4.410124418886823,14.546481834483975,5.496083133824889,5.805048629808874,6.222378282466591,1.5578404790132965,4.410124418886823,14.546481834483973
90,"Carbon dioxide, in air","('natural resource', 'in air')",natural resource,kilogram,biosphere3,0.27329275118466606,0.2853073834276733,0.3016177856078619,0.10485782159600088,0.2837836330477195,0.39192674542766487,0.27329275118466606,0.2853073834276733,0.3016177856078619,0.12349178790280357,0.2837836330477195,0.39192674542766487,0.2732927511846665,0.2853073834276735,0.3016177856078619,0.12349178790280357,0.2837836330477195,0.39192674542766454
91,"Carbon dioxide, non-fossil","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.16840668089564034,0.175979706010725,0.186236668189126,0.09615440821456808,0.2506111356444775,0.2073174616268934,0.16840668089564034,0.175979706010725,0.186236668189126,0.11203005550649568,0.2506111356444775,0.2073174616268934,0.1684066808956406,0.17597970601072513,0.18623666818912601,0.11203005550649568,0.2506111356444775,0.20731746162689318
92,Carbon disulfide,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.825597918421792e-10,2.3256778272553485e-10,3.021495114746132e-10,1.5463341327588632e-11,1.4803838409375372e-10,3.4538600331226656e-10,1.825597918421792e-10,2.3256778272553485e-10,3.021495114746132e-10,9.227433309825053e-11,1.4803838409375372e-10,3.4538600331226656e-10,1.8255979184217918e-10,2.3256778272553488e-10,3.021495114746132e-10,9.227433309825053e-11,1.4803838409375377e-10,3.4538600331226645e-10
93,"Carbon monoxide, fossil","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0010308553323165788,0.0011679723504828506,0.001345978831419157,0.00024335508397362957,0.0011984513009195145,0.0024629738237752063,0.0010308553323165788,0.0011679723504828506,0.001345978831419157,0.0003157473275861792,0.0011984513009195145,0.0024629738237752067,0.0010308553323165783,0.0011679723504828508,0.001345978831419157,0.0003157473275861792,0.0011984513009195145,0.0024629738237752063
94,"Carbon monoxide, non-fossil","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.71211465181511e-05,1.804552464764834e-05,1.9283702834035476e-05,7.187373259492546e-06,2.2809481318555983e-05,2.209915225820171e-05,1.71211465181511e-05,1.804552464764834e-05,1.9283702834035476e-05,1.0079435517333324e-05,2.2809481318555983e-05,2.2099152258201723e-05,1.7121146518151115e-05,1.804552464764834e-05,1.9283702834035476e-05,1.0079435517333324e-05,2.2809481318555963e-05,2.2099152258201696e-05
95,"Carbon, organic, in soil or biomass stock","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.0031169938657232507,0.003249569334698941,0.003428577876292276,3.1706865511270865e-07,3.7722307006238686e-06,0.002918300223537058,0.0031169938657232507,0.003249569334698941,0.003428577876292276,7.529174716937505e-07,3.7722307006238686e-06,0.002918300223537058,0.0031169938657232606,0.0032495693346989455,0.003428577876292276,7.529174716937499e-07,3.772230700623936e-06,0.00291830022353705
96,Carboxin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Carfentrazone ethyl ester,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,"Cerium, 24% in bastnasite, 2.4% in crude ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.6185982178871713,0.780079448242144,1.015003565719815,-1.4226672180607723e-22,7.11815552959686e-21,0.6998076402248771,0.6185982178871713,0.780079448242144,1.015003565719815,4.390862145381556e-22,7.118155540102017e-21,0.6998076402248771,0.6185982178871713,0.7800794482421439,1.015003565719815,4.390862145381556e-22,5.915829458076245e-21,0.6998076402248767
99,Chloramine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.857254835386745e-11,6.298411268743966e-11,6.918086804556741e-11,1.034743904192382e-12,8.558824359750452e-12,6.440406942627167e-11,5.857254835386745e-11,6.298411268743966e-11,6.918086804556741e-11,6.1596909549874505e-12,8.55882435975045e-12,6.440406942627165e-11,5.857254835386742e-11,6.298411268743967e-11,6.918086804556741e-11,6.1596909549874505e-12,8.558824359750455e-12,6.440406942627163e-11
100,Chloridazon,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Chloride,"('soil', 'agricultural')",emission,kilogram,biosphere3,4.1629374092566883e-07,4.342684926621175e-07,4.586922924456034e-07,4.055413311987041e-07,9.674940637526083e-07,5.442887914132336e-07,4.1629374092566883e-07,4.342684926621175e-07,4.586922924456034e-07,4.311576119346337e-07,9.674940637526083e-07,5.442887914132336e-07,4.162937409256693e-07,4.3426849266211773e-07,4.586922924456034e-07,4.311576119346337e-07,9.674940637526083e-07,5.442887914132332e-07
102,Chlorimuron-ethyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Chlorine,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0010766429311614841,0.0011162126804467735,0.001169636778508595,3.0198064275533724e-07,0.0003056927435667157,0.001006943905207235,0.0010766429311614841,0.0011162126804467735,0.001169636778508595,6.762417990067146e-07,0.0003056927435667157,0.001006943905207235,0.0010766429311614841,0.0011162126804467733,0.001169636778508595,6.762417990067146e-07,0.00030569274356671556,0.0010069439052072346
104,Chlormequat,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chloroacetic acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,9.857702104569738e-09,1.026949232664507e-08,1.082553768240167e-08,1.9580195483071463e-11,1.8624527671144322e-10,9.350320925944911e-09,9.857702104569738e-09,1.026949232664507e-08,1.082553768240167e-08,2.8185578199851865e-11,1.8624527671144302e-10,9.350320925944908e-09,9.85770210456974e-09,1.0269492326645071e-08,1.0825537682401672e-08,2.8185578199851862e-11,1.8624527671144359e-10,9.350320925944904e-09
106,Chloroform,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,4.277070077291634e-09,4.471969843098645e-09,4.732593178262106e-09,4.792075841347023e-10,2.4075970089215326e-09,4.3774847598070715e-09,4.277070077291634e-09,4.471969843098645e-09,4.732593178262106e-09,5.957522093630842e-10,2.407597008921533e-09,4.3774847598070715e-09,4.277070077291632e-09,4.471969843098645e-09,4.732593178262106e-09,5.957522093630842e-10,2.407597008921532e-09,4.377484759807068e-09
107,"Chlorosilane, trimethyl-","('air', 'urban air close to ground')",emission,kilogram,biosphere3,5.87645177223648e-10,6.176614464966756e-10,6.586852323531062e-10,2.6271964048059956e-11,3.288211687203707e-10,7.401750160074806e-10,5.87645177223648e-10,6.176614464966756e-10,6.586852323531062e-10,1.218603755476752e-10,3.288211687203707e-10,7.401750160074806e-10,5.87645177223648e-10,6.176614464966743e-10,6.586852323531067e-10,1.218603755476752e-10,3.288211687203708e-10,7.401750160074802e-10
108,Chlorosulfonic acid,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.4362472935756156e-10,1.497281868430947e-10,1.5796890603409297e-10,8.252853660094975e-14,4.065682971502039e-13,1.3470165617552104e-10,1.4362472935756156e-10,1.497281868430947e-10,1.5796890603409297e-10,1.534176768890027e-13,4.0656829715020035e-13,1.34701656175521e-10,1.436247293575615e-10,1.4972818684309472e-10,1.57968906034093e-10,1.534176768890027e-13,4.0656829715021075e-13,1.3470165617552094e-10
109,Chlorothalonil,"('soil', 'agricultural')",emission,kilogram,biosphere3,7.634482200663148e-08,9.428340203349804e-08,1.2034094986233354e-07,7.697963658324747e-09,6.43608585121118e-08,1.4399569229060553e-07,7.634482200663148e-08,9.428340203349804e-08,1.2034094986233354e-07,4.6688449492788583e-08,6.43608585121118e-08,1.4399569229060553e-07,7.634482200663146e-08,9.428340203349804e-08,1.2034094986233354e-07,4.6688449492788583e-08,6.43608585121118e-08,1.4399569229060547e-07
110,Chlorotoluron,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
