,name,categories,type,unit,database,"Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM2_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM2_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM2_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_1","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_1","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_1","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_2","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_2","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_2","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_3","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_3","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_3","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_4","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_4","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_4","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_5","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_5","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_5","Pulse magnetising and testing
of magnet, recycled, hand
picking | Magnetised NdFeB
magnet, recycled, hand picking
|  | REM3_6","Pulse magnetising and testing
of magnet, recycling, shredded
| Magnetised NdFeB magnet,
recycled, shredded |  | REM3_6","pulse magnetising and testing
of magnet, primary, baseline |
Magnetised NdFeB magnet,
primary, baseline |  | REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM2_2","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM2_2","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM2_2","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_6","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_6","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_6","REO solvent extraction, Hi-
tech_1 | NdO from solvent
extraction, primary, Hi-tech |
| REM3_5","REO solvent extraction,
baseline_1 | NdO from solvent
extraction, baseline |  |
REM3_5","REO solvent extraction, Low-
tech_1 | NdO from solvent
extraction, Low-tech |  |
REM3_5"
420,"Occupation, traffic area, rail/road embankment","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.0012025589894272268,0.004198387491630439,0.017437050708379163,0.002913651651858578,0.009884752498220519,0.03191661030165222,0.0038225111933555154,0.012435754532135131,0.03217706355886006,0.004883601419782317,0.014539943169031264,0.03388117756753936,0.009467099477706714,0.02429650918615139,0.03381749023998196,0.007439985499239544,0.0197473026207427,0.03593145623190863,0.008184026658691517,0.020862733866200606,0.03651103934762132,0.012939646477104907,0.013406830807425529,0.014039179742035227,0.029418543617195626,0.03049475277755982,0.03195116143320237,0.02928884750489439,0.030360366130655667,0.03181137870552136
421,"Occupation, traffic area, road network","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.0035292338510297685,0.005091464968709189,0.011070140547731516,0.00575212285593768,0.01374879130954381,0.029940794310166212,0.005540429382273625,0.013981211885212588,0.030961776295870803,0.0055638667614605515,0.013971495262470195,0.030948691373949257,0.005647527203055498,0.013881226411806447,0.030625437407023826,0.006262438975087893,0.014694470553645353,0.030748765463092072,0.007342933366844063,0.01527636147414024,0.03257053213388266,0.005428210553862531,0.0059903720067071035,0.006792474992943553,0.02202937779520126,0.02333201662643979,0.025143873203407236,0.02173055081135298,0.02304512763217763,0.02487794663698527
422,"Occupation, unspecified","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4179914553267396e-06,5.670296942508507e-06,1.0972765648595188e-05,1.483704048969191e-05,4.854839738981651e-05,0.00018808680290550962,0.0,0.0,0.0,0.00016384841260376698,0.00017024192701027734,0.00017895027783521088,6.604669223323491e-06,7.200979911662543e-06,8.044886507120152e-06
423,"Occupation, unspecified, natural (non-use)","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.632355457663052e-05,9.919113375140419e-05,0.00015492410736006295,0.0,0.0,0.0,6.23532499406915e-05,6.515161491610497e-05,6.893737453423366e-05,0.0,0.0,0.0
424,"Occupation, urban, discontinuously built","('natural resource', 'land')",natural resource,square meter-year,biosphere3,4.1957537196643494e-07,7.683592270069916e-07,9.181086289700842e-05,2.0448849757524998e-06,4.185778259112486e-06,0.00028758474559607876,1.7299306437901191e-06,3.6262782362661997e-06,0.00020693437612358395,2.5081344903151337e-06,5.3941750568958755e-06,0.00024000508522723185,6.716096775591989e-07,1.2439429808344735e-06,7.617778364849863e-05,6.225367312225967e-07,1.1277047617399758e-06,7.465938963858221e-05,7.886871121411794e-07,1.3679943767884439e-06,5.4000735742913464e-05,9.73793460120616e-05,0.00010164646364934581,0.00010742431484112117,5.6493923860852785e-05,5.905144739080443e-05,6.252436255870157e-05,7.895760186757865e-05,8.245429775522261e-05,8.719355970450017e-05
425,"Occupation, urban/industrial fallow (non-use)","('natural resource', 'land')",natural resource,square meter-year,biosphere3,0.0,0.0,0.0,6.158243773584082e-07,1.429464285612522e-06,1.7471280115405311e-06,6.277112281686478e-07,1.4484392561517723e-06,1.7356805358035397e-06,6.155882467558464e-07,1.420729141071726e-06,7.817324687666608e-06,6.126169849319367e-07,1.4226742739962845e-06,1.8667317661552852e-06,6.087899824008064e-07,1.4110144862369913e-06,1.8448451315666255e-06,6.117073282095438e-07,1.4081983993236684e-06,1.838922359776909e-06,0.0,0.0,0.0,5.920980381293875e-07,6.184909377201111e-07,6.543087232163535e-07,6.062891555731697e-07,6.339803710787744e-07,6.717516509947069e-07
426,"Oil, crude, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.16206262058490983,0.9459841186189073,3.563071864175363,0.13902897130366026,1.0490862815090056,3.951179916575258,0.1029367661082911,0.9944916202634477,3.9118746153764934,0.10211336288349537,0.9770324144735043,3.8780883358940823,0.09411931182869611,0.9165781959403478,3.6815677166803633,0.11226704174266836,0.9562379038793816,3.7291296758070502,0.10239507196931491,0.8580369213153645,3.430840419005852,3.2376145537142147,3.6260909498650284,4.180799050746268,3.244603333480631,3.631094680834823,4.183413545803855,3.5613655628926093,3.974226201690366,4.5640614675982825
427,"Oils, unspecified","('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,7.387446970534143e-11,1.4112002958910364e-10,1.6015689109299047e-10,8.374163190441751e-11,1.7152974222396147e-10,1.9352992324003454e-10,1.1381897545038829e-10,2.308976315942646e-10,1.5545025457223266e-10,3.136850032327356e-11,4.81545549953258e-11,1.105839174166185e-10,3.382118716642054e-11,5.42238664678026e-11,1.1209483395983707e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.010953150833114e-11,7.779739699252862e-11,8.866381984902811e-11
428,"Olivine, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,7.0980425227404346e-09,4.073225928173244e-08,1.705063941459073e-07,8.024658249011255e-09,4.2418419414724425e-08,1.7017170788502795e-07,7.737589226588668e-09,6.514267509189541e-08,2.4493666813083044e-07,7.859737459364256e-09,6.540616008941887e-08,2.450572653887346e-07,6.941112519803642e-09,4.291710257682387e-08,1.72317247252403e-07,7.468521577977395e-09,4.377313208882837e-08,1.6924003246971112e-07,9.274457713644064e-09,4.624914902133069e-08,1.73154480212297e-07,8.643885101437316e-08,1.7578280148346684e-07,2.873914360003875e-07,9.737626898396766e-08,1.7685252272545771e-07,2.762185231409333e-07,9.717365983067011e-08,1.7479710861129743e-07,2.718799377628323e-07
429,o-Nitrotoluene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.7895130807009434e-14,4.993041137033678e-14,1.7051494849008763e-11,4.170417099618728e-12,9.36374569287354e-12,2.000972420752184e-10,3.000196133406004e-12,6.838993750906455e-12,1.3800610809546864e-10,4.211076524111512e-12,9.589893629098011e-12,1.0781730815716921e-10,4.470048885524485e-13,1.1093427593422953e-12,1.7068925920736606e-10,3.7169482247941055e-13,9.22476251526304e-13,1.6890604476568173e-10,7.609154824440001e-12,1.0290445752277299e-11,3.000003420482893e-10,1.818361039384987e-11,1.89559170557233e-11,1.9998610178782408e-11,3.099119676037391e-10,3.247538223270645e-10,3.450002345539301e-10,1.8022389994235138e-10,1.8788187385173148e-10,1.9822148711757956e-10
430,Orbencarb,"('soil', 'agricultural')",emission,kilogram,biosphere3,1.1529895452982084e-08,1.58941660723207e-08,3.5560300157642584e-08,1.3490099676250635e-08,1.6296891948359312e-08,3.661689755389126e-08,1.202722412542904e-08,1.5073518101106973e-08,3.504280392977806e-08,1.2037168846413622e-08,1.507167010388168e-08,3.500730805363614e-08,1.2063327001276004e-08,1.5082594290599468e-08,3.4737430616628015e-08,1.2187178184443663e-08,1.522942885528493e-08,3.445412974431996e-08,5.1914880611507165e-09,6.0968022298639305e-09,1.376109135634039e-08,1.885365279242076e-08,2.3283655385141803e-08,2.971866887388333e-08,7.22410668332084e-09,8.867182372900828e-09,1.1251902939948756e-08,1.9205551054137782e-08,2.362690253683178e-08,3.0045833108555405e-08
431,Oxamyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1234166698219985e-09,1.339220800193085e-09,2.9524328585761693e-09,0.0,0.0,0.0,1.5527800231093514e-09,1.9032546161271916e-09,2.411867773968056e-09,0.0,0.0,0.0
432,Oxydemeton-methyl,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,3.314023984299183e-12,3.995324776796667e-12,5.802318492457653e-12,3.1523974415966446e-12,3.9015611543638976e-12,5.860100134303949e-12,7.832267079216118e-14,9.921227325060915e-14,1.519876639659692e-13,7.836455294848034e-14,1.0080103722083199e-13,1.5473985204294479e-13,9.10818648309053e-14,3.543389591872432e-13,8.644538393995607e-13,1.1596320753287942e-12,1.4463368501060183e-12,2.259935447431814e-12,0.0,0.0,0.0,8.797107256594621e-13,9.291983235409941e-13,9.973130774037807e-13,7.768617241153953e-13,8.113789871366573e-13,8.578244560509794e-13
433,Oxyfluorfen,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.159931109829367e-12,9.22208481625437e-12,5.488489336312619e-12,0.0,0.0,0.0,3.5030394519630705e-12,3.7124005862569795e-12,4.003786155707242e-12,0.0,0.0,0.0
434,o-Xylene,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.0,0.0,0.0,2.2521307773349323e-10,8.618220519962945e-10,1.3017060175886346e-09,2.026476256279731e-10,8.228507007771347e-10,1.22293317519441e-09,2.0446293424483175e-10,8.290408636121038e-10,1.2204082394530718e-09,1.7691687765335902e-10,8.016896000387389e-10,1.3046798822815974e-09,1.7841759629432986e-10,7.997856315384031e-10,1.290466120336556e-09,2.1851827706369277e-10,8.38462632515653e-10,1.345475006217447e-09,0.0,0.0,0.0,6.546854120903894e-10,6.861122435327641e-10,7.285798175269596e-10,6.294685825484271e-10,6.593861042628415e-10,6.998527288108915e-10
435,Ozone,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.560988034369476e-09,6.682284934155941e-09,5.0285941720794944e-08,1.0001599192348656e-10,1.9999590061965857e-10,4.071619959106125e-10,7.12511333319892e-11,1.3709302952295563e-10,2.664814154330492e-10,7.162486502811794e-11,1.3775115137354457e-10,2.682706329649223e-10,5.1866084981794006e-11,1.2274139098783565e-10,2.7181998902224497e-10,4.418308118368451e-11,7.135507136806472e-11,1.3074408876724304e-10,4.424798066516184e-11,6.797819936742871e-11,1.2598790740005144e-10,3.828855302353975e-08,4.016149594108086e-08,4.271108932308473e-08,5.490035669411193e-11,6.417726960729787e-11,7.755304721738718e-11,5.814223460445219e-11,6.75529662375447e-11,8.112478451013003e-11
436,"PAH, polycyclic aromatic hydrocarbons","('air', 'urban air close to ground')",emission,kilogram,biosphere3,1.801893599637957e-07,3.924571571591365e-07,3.681642391434043e-07,1.7425573963492126e-07,3.7963829944844037e-07,3.0319225387346744e-07,2.3647841460905332e-08,5.3634201632229525e-08,1.539742520268641e-07,2.8368935168186392e-08,6.625337519618346e-08,1.6108094125961852e-07,7.023839144135249e-08,1.5594040093791265e-07,1.688553114191421e-07,2.3225356800975007e-07,4.477790307509463e-07,7.873341794012116e-07,2.7785654150706825e-07,5.058825042711465e-07,8.29611769800625e-07,2.3824879429063937e-07,2.499950466386724e-07,2.6574885388017483e-07,5.485506150032804e-07,5.800755917358914e-07,6.228002039821712e-07,5.482901822491636e-07,5.801202304474363e-07,6.232284131337774e-07
437,Paraquat,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,1.0071138958415505e-11,2.965030204046514e-11,7.704774376682163e-09,1.220408244456888e-11,3.633568855793555e-11,7.774437598184695e-09,1.6569924736990812e-11,4.539214719253616e-11,7.787843091291449e-09,2.1861583994964066e-11,5.614001774721939e-11,8.384049916792241e-09,1.722185801988558e-11,3.983177837919451e-11,9.035486338353085e-09,6.731921421357024e-10,1.5899369025052596e-09,2.637204386771799e-07,0.0,0.0,0.0,2.8125422160399857e-07,2.9323134727198593e-07,3.0940591119914185e-07,9.648346701898748e-09,1.005903686915783e-08,1.061361362140379e-08
438,Parathion,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,1.9126460935432917e-11,3.724953725448317e-11,2.7650046481064153e-11,2.2391524091813365e-11,4.6111525541160935e-11,3.459389576867827e-11,3.0931871539526956e-11,6.260842766206122e-11,3.3798923875508343e-11,7.445603183104977e-12,1.0269250862632537e-11,2.280767365988149e-11,7.562318482277678e-12,1.0709030653072867e-11,2.2863481747786905e-11,4.419691105233137e-12,5.112416585463813e-12,7.481513941712579e-12,0.0,0.0,0.0,2.1840994333242235e-12,2.3230349400667625e-12,2.5163236483992076e-12,1.3752255991884713e-11,1.4921895971943424e-11,1.65631534096528e-11
439,"Particulates, < 2.5 um","('air', 'urban air close to ground')",emission,kilogram,biosphere3,0.00022889222324251298,0.0005277056129627845,0.007885632107788563,0.000206661570184367,0.00047634002116868796,0.007730813634708761,0.00016111337305164643,0.0003885738333917646,0.004172005338284175,0.000161833636459271,0.00037293332088225153,0.004137314668802312,0.0001799978840200973,0.0004105331954799524,0.004106694594664096,0.0001701471763073797,0.00038104390787013645,0.004067468065692297,0.0002022036470966479,0.00038348344838817826,0.003964704621212714,0.0014209320888177875,0.0014913259419720277,0.0015871770574912283,0.0010235900003040378,0.0010760430187811297,0.0011463063108031267,0.0011575234773933522,0.0012247802342871738,0.001316464548622734
440,"Particulates, > 10 um","('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.504899303397136e-05,0.0003075620979782102,0.0022744133020717395,0.00010634098729029395,0.0003903121340567931,0.0022699684623535663,7.568681234312305e-05,0.0003275930691271419,0.0013664882920538168,7.747741790323516e-05,0.00032683654088312307,0.0013581748955411369,6.514989960552395e-05,0.00029875940008196344,0.0013371310006563277,6.411923967441717e-05,0.0002939567248675353,0.001327415706565371,7.314504890871187e-05,0.0002874696419838456,0.0012737129458778858,0.0004453953653233565,0.0004750270348299945,0.0005149530760847814,0.0003224753444806895,0.00034433110895997144,0.000373225506851642,0.00038622451814283496,0.0004150659955549063,0.00045402828929111416
441,"Particulates, > 2.5 um, and < 10um","('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.458224145244176e-05,0.00023829411089477693,0.0012548011384862006,7.761556263546804e-05,0.00028821652760646936,0.0012520114914383834,7.045217211409625e-05,0.00027483399235457627,0.0008347398129910013,7.101050771634684e-05,0.0002733107653974027,0.0008297813737154037,6.842797721832655e-05,0.0002657125764867556,0.000840421412120191,6.862832402496136e-05,0.000263315333546576,0.0008351589978600273,8.04408748804623e-05,0.0002705140522707919,0.0008317516087122493,0.0002843472879316798,0.0003053766707957765,0.00033309807279644285,0.0002437698066718282,0.00026253210193784917,0.00028721881010813807,0.00026057258857396684,0.0002811613286483145,0.0003084449223184174
442,"Pd, Pd 2.0E-4%, Pt 4.8E-4%, Rh 2.4E-5%, Ni 3.7E-2%, Cu 5.2E-2% in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,2.128736993269095e-10,2.120878584962629e-09,7.19715512604586e-09,3.005496836078491e-10,8.832508513687263e-10,1.4936823479981053e-09,3.843590180444378e-10,1.075779126503197e-09,1.726091034040617e-09,4.452194554724728e-10,1.306734403212676e-09,2.148876861979191e-09,3.853987353562534e-09,4.96312440473544e-09,1.175088761518577e-08,3.927842555644766e-09,5.141296852872689e-09,1.1920697596969097e-08,0.0,0.0,0.0,6.9310768557225e-09,7.494050073609575e-09,8.294395974263255e-09,0.0,0.0,0.0,7.263035174410357e-09,8.680245551945936e-09,1.0731700081489602e-08
443,"Pd, Pd 7.3E-4%, Pt 2.5E-4%, Rh 2.0E-5%, Ni 2.3E+0%, Cu 3.2E+0% in ore, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,5.115737261943429e-10,5.096851984155409e-09,1.7296055771129484e-08,1.283656463004071e-09,2.9348325660940825e-09,6.165860813573676e-09,1.716191307705909e-09,4.035506400920427e-09,8.300955890547963e-09,2.0423772869173417e-09,5.122536786793392e-09,1.048143630811383e-08,2.567839549600096e-09,5.95056147294472e-09,1.2755805654692108e-08,2.630473348234037e-09,6.0502399252670854e-09,1.2812065731507886e-08,0.0,0.0,0.0,1.665662191099816e-08,1.8009547615080365e-08,1.9932922487526666e-08,0.0,0.0,0.0,9.784029329547483e-09,1.0504349158322237e-08,1.1505059905943669e-08
444,"Peat, in ground","('natural resource', 'biotic')",natural resource,kilogram,biosphere3,1.527899599070046e-05,5.599289474556843e-05,0.00011090835613448075,0.0006972053389733879,0.0028062098519542602,0.006078675150512285,0.001363090061012353,0.005715214015725728,0.012522650124143355,0.0013687830503848269,0.0053816644291234065,0.011437546890499497,0.0013254582733590967,0.003749244234323749,0.004324990094894856,0.0010699163332883103,0.0032094302127817402,0.004552419881378031,0.002667080412980401,0.00654831834291569,0.00421288262175652,6.707377453882567e-05,7.864807614281504e-05,9.36828253553842e-05,0.003975674954512263,0.004128743500693119,0.004334354174952926,0.004387031847573599,0.0045643270486881845,0.004804062444358661
445,Pendimethalin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,2.9433094735717305e-09,6.794066039439056e-09,2.780069767179129e-07,8.519012320323768e-10,2.007603081194269e-09,7.80706877236739e-08,4.776434379820186e-10,1.1033588031369593e-09,2.4410154286842534e-08,1.5053265152773977e-10,3.6278419863435956e-10,3.992333473810712e-08,1.2026941794048363e-10,2.9318468465893467e-10,3.960678029204416e-08,1.8543663220279774e-09,2.65502863207738e-09,1.1416000418808572e-07,0.0,0.0,0.0,1.1960221735756626e-07,1.250638825077395e-07,1.3248535862822482e-07,4.223880260774097e-08,4.403432307456785e-08,4.6458700348851263e-08
446,Pentane,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.597821171136108e-05,0.00012045405771923759,0.00030076962893434476,3.398672367825826e-05,0.00012746039180458723,0.00032091284020356224,8.71503487382323e-06,7.27281453738323e-05,0.00029262337965943436,8.493909707925368e-06,7.156478552057366e-05,0.00029128357456644453,8.280418445103268e-06,6.892670126702585e-05,0.0002814620915150921,9.582827789984536e-06,7.177346753555798e-05,0.00028489192218231386,2.4999125167679434e-06,8.803396037282465e-06,3.8967960747652436e-05,0.0002615281138027254,0.0002886553931001931,0.00032768980213363874,3.634560835430646e-05,3.924812495160499e-05,4.335356409059383e-05,0.0002734708429774246,0.00030200713229294317,0.0003431017322257195
447,"Perlite, in ground","('natural resource', 'in ground')",natural resource,kilogram,biosphere3,0.0,0.0,0.0,1.7043821831708516e-09,6.205449015820167e-09,1.8539111786067e-08,7.617880383382521e-09,5.094666237091934e-08,1.1645328963075794e-07,8.044854641373751e-09,5.179482918107552e-08,1.1764817556532401e-07,7.895029067394831e-09,5.801708493408802e-08,1.310595047669757e-07,4.760314180370763e-08,2.357211024645133e-07,5.741142976905387e-07,4.580110894432993e-08,1.899935899855715e-07,4.692894395184822e-07,0.0,0.0,0.0,4.0489322942297896e-07,4.2115173541221174e-07,4.431474930193078e-07,5.049759409248137e-07,5.261531522370333e-07,5.549615338743066e-07
448,Permethrin,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,2.615029872938091e-13,6.740989611883146e-13,9.94353815510498e-12,4.0446083743952393e-13,9.980808820339798e-13,2.064001432602365e-11,7.520138513334784e-13,1.7701827980562278e-12,2.2591436181023687e-11,9.551567658992654e-14,3.0611141774684717e-13,3.662437245547513e-11,7.910152568920129e-14,2.4537005588582356e-13,3.611958295660964e-11,4.5824813939066067e-11,5.391681515298287e-11,1.4946352635985575e-10,0.0,0.0,0.0,9.372060705427866e-11,1.0948060977022883e-10,1.3222511002122375e-10,3.85346764433159e-11,4.017206188875439e-11,4.2382744948470184e-11
449,Phenmedipham,"('soil', 'agricultural')",emission,kilogram,biosphere3,0.0,0.0,0.0,1.5250149293266115e-13,1.4098134808442603e-12,3.594753214679577e-12,1.3244616153348367e-13,5.675294602960644e-13,9.423629776140708e-13,1.8582695633666387e-13,6.351425222512761e-13,8.034763841006806e-13,1.7195197606221814e-14,3.003533194602322e-13,8.313599129872195e-13,1.4605476694005674e-14,1.6264314320343438e-13,4.3818880500992085e-13,9.340686330667285e-15,3.219108667114956e-14,7.779064894066855e-14,0.0,0.0,0.0,6.55915074481282e-14,6.947999235363564e-14,7.482805312796641e-14,4.326664325579287e-13,4.523739671264743e-13,4.789400536979151e-13
450,Phenol,"('air', 'urban air close to ground')",emission,kilogram,biosphere3,3.567429404311638e-08,7.41584149625333e-08,1.3925067084719868e-07,4.932502936245702e-08,8.829456383149177e-08,1.6135923888052336e-07,4.375870996189409e-08,9.023816369814519e-08,1.6489901947348696e-07,4.524592762875184e-08,9.317049021468252e-08,1.6620945545576343e-07,4.1649280971170874e-08,8.596292500606615e-08,1.6514630178815529e-07,9.184209930007612e-08,1.9618094001004499e-07,2.930500947074204e-07,1.1445138857547168e-07,2.3444726358201477e-07,3.1987445616330915e-07,1.0722189829445682e-07,1.1364849046406102e-07,1.2255352703945297e-07,1.9471344578400155e-07,2.0580723828523972e-07,2.2105640023442766e-07,1.85504587580655e-07,1.9626093700813074e-07,2.1106974677683403e-07
451,"Phenol, 2,4-dichloro","('air', 'urban air close to ground')",emission,kilogram,biosphere3,6.939112143991638e-14,3.0260574362117735e-13,2.0880948552425395e-10,1.998656608524501e-11,4.5913542486390494e-11,1.7119268108517009e-09,1.1341104483931502e-11,2.6698837359292193e-11,1.0187836227628995e-09,1.8680596795781695e-11,4.307877425880926e-11,9.937178987820213e-10,3.7564911564030635e-12,9.427165803124057e-12,1.527627845280271e-09,3.1050295275060154e-12,7.844107468680244e-12,1.5152532901253424e-09,1.0991350054126416e-11,1.664861198296204e-11,1.0728234951083426e-09,2.2299317815308312e-10,2.3247652064102229e-10,2.452811769843442e-10,1.131934742105979e-09,1.1821349626797042e-09,1.2501742889775925e-09,1.616931465656401e-09,1.685643768592382e-09,1.7784179495114567e-09
